instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time,season_name,weather_type,temp_type,wind_type,hum_type
1311,2011-02-27,1,0,2,19,0,0,0,1,16.400000000000002,20.455000000000002,54.0,8.9981,16,86,102,night,spring,clear,cold,weak,dry
1312,2011-02-27,1,0,2,20,0,0,0,1,16.400000000000002,20.455000000000002,54.0,6.0032,9,72,81,night,spring,clear,cold,weak,dry
1313,2011-02-27,1,0,2,21,0,0,0,1,15.58,19.695,62.0,11.0014,8,61,69,night,spring,clear,cold,weak,optimal
1314,2011-02-27,1,0,2,22,0,0,0,2,15.58,19.695,62.0,7.0015,2,67,69,night,spring,mist,cold,weak,optimal
1315,2011-02-27,1,0,2,23,0,0,0,2,14.76,17.424999999999997,62.0,11.0014,6,53,59,night,spring,mist,cold,weak,optimal
1316,2011-02-28,1,0,2,0,0,1,1,2,14.76,18.18,66.0,7.0015,5,25,30,night,spring,mist,cold,weak,optimal
1317,2011-02-28,1,0,2,1,0,1,1,3,13.940000000000001,15.15,87.0,23.9994,1,7,8,night,spring,light rain/snow,cold,moderate,humid
1318,2011-02-28,1,0,2,3,0,1,1,3,13.120000000000001,15.909999999999998,93.0,11.0014,0,1,1,night,spring,light rain/snow,cold,weak,very humid
1319,2011-02-28,1,0,2,5,0,1,1,2,13.940000000000001,18.18,93.0,0.0,1,4,5,morning,spring,mist,cold,weak,very humid
1320,2011-02-28,1,0,2,6,0,1,1,2,13.940000000000001,17.424999999999997,96.0,7.0015,1,27,28,morning,spring,mist,cold,weak,very humid
1321,2011-02-28,1,0,2,7,0,1,1,2,14.76,18.18,93.0,7.0015,2,90,92,morning,spring,mist,cold,weak,very humid
1322,2011-02-28,1,0,2,8,0,1,1,2,13.940000000000001,15.15,93.0,19.999499999999998,13,242,255,morning,spring,mist,cold,moderate,very humid
1323,2011-02-28,1,0,2,9,0,1,1,1,17.22,21.21,82.0,19.0012,15,127,142,morning,spring,clear,cold,moderate,humid
1324,2011-02-28,1,0,2,10,0,1,1,2,21.32,25.0,72.0,32.9975,13,79,92,morning,spring,mist,cool,strong,optimal
1325,2011-02-28,1,0,2,11,0,1,1,2,22.96,26.515,64.0,19.999499999999998,13,74,87,noon,spring,mist,cool,moderate,optimal
1326,2011-02-28,1,0,2,12,0,1,1,2,22.96,26.515,64.0,19.999499999999998,0,36,36,noon,spring,mist,cool,moderate,optimal
1327,2011-02-28,1,0,2,13,0,1,1,3,18.86,22.725,94.0,15.001299999999999,1,31,32,noon,spring,light rain/snow,cold,moderate,very humid
1328,2011-02-28,1,0,2,14,0,1,1,3,17.22,21.21,100.0,19.999499999999998,1,24,25,noon,spring,light rain/snow,cold,moderate,very humid
1329,2011-02-28,1,0,2,15,0,1,1,3,17.22,21.21,100.0,19.999499999999998,0,35,35,afternoon,spring,light rain/snow,cold,moderate,very humid
1330,2011-02-28,1,0,2,16,0,1,1,3,17.22,21.21,100.0,8.9981,2,40,42,afternoon,spring,light rain/snow,cold,weak,very humid
1331,2011-02-28,1,0,2,17,0,1,1,3,16.400000000000002,20.455000000000002,100.0,19.999499999999998,2,77,79,afternoon,spring,light rain/snow,cold,moderate,very humid
1332,2011-02-28,1,0,2,18,0,1,1,3,18.86,22.725,94.0,12.998000000000001,4,127,131,afternoon,spring,light rain/snow,cold,moderate,very humid
1333,2011-02-28,1,0,2,19,0,1,1,3,18.04,21.97,88.0,40.9973,1,79,80,night,spring,light rain/snow,cold,strong,humid
1334,2011-02-28,1,0,2,20,0,1,1,3,18.04,21.97,88.0,40.9973,0,45,45,night,spring,light rain/snow,cold,strong,humid
1335,2011-02-28,1,0,2,21,0,1,1,2,15.58,19.695,87.0,26.0027,2,78,80,night,spring,mist,cold,moderate,humid
1336,2011-02-28,1,0,2,22,0,1,1,3,13.940000000000001,15.15,93.0,27.999299999999998,4,72,76,night,spring,light rain/snow,cold,moderate,very humid
1337,2011-02-28,1,0,2,23,0,1,1,2,13.120000000000001,14.395,81.0,26.0027,0,45,45,night,spring,mist,cold,moderate,humid
1338,2011-03-01,1,0,3,0,0,2,1,1,12.299999999999999,13.635,70.0,31.0009,0,7,7,night,spring,clear,cold,strong,optimal
1339,2011-03-01,1,0,3,1,0,2,1,1,10.66,11.365,70.0,23.9994,0,3,3,night,spring,clear,cold,moderate,optimal
1340,2011-03-01,1,0,3,2,0,2,1,1,9.84,10.605,65.0,26.0027,0,4,4,night,spring,clear,cold,moderate,optimal
1341,2011-03-01,1,0,3,3,0,2,1,1,9.02,10.605,69.0,19.0012,0,2,2,night,spring,clear,cold,moderate,optimal
1342,2011-03-01,1,0,3,4,0,2,1,1,9.02,10.605,69.0,16.997899999999998,0,1,1,morning,spring,clear,cold,moderate,optimal
1343,2011-03-01,1,0,3,5,0,2,1,1,8.200000000000001,9.09,64.0,19.0012,1,1,2,morning,spring,clear,cold,moderate,optimal
1344,2011-03-01,1,0,3,6,0,2,1,1,8.200000000000001,9.09,59.0,19.999499999999998,0,46,46,morning,spring,clear,cold,moderate,dry
1345,2011-03-01,1,0,3,7,0,2,1,1,8.200000000000001,9.09,59.0,22.0028,2,105,107,morning,spring,clear,cold,moderate,dry
1346,2011-03-01,1,0,3,8,0,2,1,1,8.200000000000001,9.09,59.0,26.0027,10,204,214,morning,spring,clear,cold,moderate,dry
1347,2011-03-01,1,0,3,9,0,2,1,1,9.02,9.85,55.00000000000001,27.999299999999998,8,116,124,morning,spring,clear,cold,moderate,dry
1348,2011-03-01,1,0,3,10,0,2,1,1,9.84,10.605,52.0,19.0012,13,55,68,morning,spring,clear,cold,moderate,dry
1349,2011-03-01,1,0,3,11,0,2,1,1,11.48,13.635,45.0,16.997899999999998,8,48,56,noon,spring,clear,cold,moderate,dry
1350,2011-03-01,1,0,3,12,0,2,1,1,12.299999999999999,15.15,39.0,8.9981,6,80,86,noon,spring,clear,cold,weak,dry
1351,2011-03-01,1,0,3,13,0,2,1,1,13.120000000000001,17.424999999999997,39.0,0.0,13,65,78,noon,spring,clear,cold,weak,dry
1352,2011-03-01,1,0,3,14,0,2,1,1,13.120000000000001,16.665,36.0,8.9981,18,61,79,noon,spring,clear,cold,weak,dry
1353,2011-03-01,1,0,3,15,0,2,1,1,13.940000000000001,18.18,34.0,0.0,7,57,64,afternoon,spring,clear,cold,weak,dry
1354,2011-03-01,1,0,3,16,0,2,1,1,13.940000000000001,17.424999999999997,34.0,6.0032,10,92,102,afternoon,spring,clear,cold,weak,dry
1355,2011-03-01,1,0,3,17,0,2,1,1,13.940000000000001,17.424999999999997,34.0,6.0032,12,230,242,afternoon,spring,clear,cold,weak,dry
1356,2011-03-01,1,0,3,18,0,2,1,1,13.120000000000001,15.909999999999998,39.0,12.998000000000001,10,214,224,afternoon,spring,clear,cold,moderate,dry
1357,2011-03-01,1,0,3,19,0,2,1,1,12.299999999999999,15.15,49.0,8.9981,4,115,119,night,spring,clear,cold,weak,dry
1358,2011-03-01,1,0,3,20,0,2,1,1,12.299999999999999,15.909999999999998,61.0,6.0032,2,86,88,night,spring,clear,cold,weak,optimal
1359,2011-03-01,1,0,3,21,0,2,1,1,10.66,15.15,56.00000000000001,0.0,8,55,63,night,spring,clear,cold,weak,dry
1360,2011-03-01,1,0,3,22,0,2,1,1,9.84,13.635,62.0,7.0015,3,44,47,night,spring,clear,cold,weak,optimal
1361,2011-03-01,1,0,3,23,0,2,1,1,9.84,11.365,65.0,15.001299999999999,2,23,25,night,spring,clear,cold,moderate,optimal
1362,2011-03-02,1,0,3,0,0,3,1,1,9.02,11.365,69.0,11.0014,3,5,8,night,spring,clear,cold,weak,optimal
1363,2011-03-02,1,0,3,1,0,3,1,1,9.02,11.365,69.0,12.998000000000001,0,4,4,night,spring,clear,cold,moderate,optimal
1364,2011-03-02,1,0,3,2,0,3,1,1,9.02,11.365,69.0,12.998000000000001,0,2,2,night,spring,clear,cold,moderate,optimal
1365,2011-03-02,1,0,3,3,0,3,1,1,9.02,10.605,69.0,19.0012,3,1,4,night,spring,clear,cold,moderate,optimal
1366,2011-03-02,1,0,3,4,0,3,1,1,8.200000000000001,10.605,75.0,8.9981,1,0,1,morning,spring,clear,cold,weak,optimal
1367,2011-03-02,1,0,3,5,0,3,1,1,9.02,10.605,69.0,15.001299999999999,0,5,5,morning,spring,clear,cold,moderate,optimal
1368,2011-03-02,1,0,3,6,0,3,1,1,9.02,10.605,55.00000000000001,16.997899999999998,1,39,40,morning,spring,clear,cold,moderate,dry
1369,2011-03-02,1,0,3,7,0,3,1,1,9.02,10.605,64.0,16.997899999999998,2,108,110,morning,spring,clear,cold,moderate,optimal
1370,2011-03-02,1,0,3,8,0,3,1,1,9.84,10.605,65.0,19.0012,13,243,256,morning,spring,clear,cold,moderate,optimal
1371,2011-03-02,1,0,3,9,0,3,1,1,11.48,12.879999999999999,56.00000000000001,19.999499999999998,7,141,148,morning,spring,clear,cold,moderate,dry
1372,2011-03-02,1,0,3,10,0,3,1,1,13.120000000000001,15.15,49.0,19.0012,11,65,76,morning,spring,clear,cold,moderate,dry
1373,2011-03-02,1,0,3,11,0,3,1,1,13.940000000000001,15.15,53.0,22.0028,8,65,73,noon,spring,clear,cold,moderate,dry
1374,2011-03-02,1,0,3,12,0,3,1,1,16.400000000000002,20.455000000000002,43.0,12.998000000000001,20,62,82,noon,spring,clear,cold,moderate,dry
1375,2011-03-02,1,0,3,13,0,3,1,1,20.5,24.240000000000002,25.0,0.0,35,90,125,noon,spring,clear,cool,weak,very dry
1376,2011-03-02,1,0,3,14,0,3,1,1,21.32,25.0,23.0,19.999499999999998,21,75,96,noon,spring,clear,cool,moderate,very dry
1377,2011-03-02,1,0,3,15,0,3,1,1,22.14,25.759999999999998,19.0,27.999299999999998,19,91,110,afternoon,spring,clear,cool,moderate,very dry
1378,2011-03-02,1,0,3,16,0,3,1,1,22.14,25.759999999999998,19.0,22.0028,27,112,139,afternoon,spring,clear,cool,moderate,very dry
1379,2011-03-02,1,0,3,17,0,3,1,1,20.5,24.240000000000002,23.0,19.0012,30,238,268,afternoon,spring,clear,cool,moderate,very dry
1380,2011-03-02,1,0,3,18,0,3,1,1,18.86,22.725,23.0,32.9975,8,193,201,afternoon,spring,clear,cold,strong,very dry
1381,2011-03-02,1,0,3,19,0,3,1,1,16.400000000000002,20.455000000000002,28.000000000000004,35.0008,6,144,150,night,spring,clear,cold,strong,very dry
1382,2011-03-02,1,0,3,20,0,3,1,1,14.76,16.665,28.999999999999996,27.999299999999998,9,86,95,night,spring,clear,cold,moderate,very dry
1383,2011-03-02,1,0,3,21,0,3,1,1,13.940000000000001,14.395,28.999999999999996,31.0009,3,68,71,night,spring,clear,cold,strong,very dry
1384,2011-03-02,1,0,3,22,0,3,1,1,12.299999999999999,12.879999999999999,26.0,36.9974,4,44,48,night,spring,clear,cold,strong,very dry
1385,2011-03-02,1,0,3,23,0,3,1,1,10.66,10.605,30.0,35.0008,0,22,22,night,spring,clear,cold,strong,dry
1386,2011-03-03,1,0,3,0,0,4,1,1,9.84,9.85,30.0,31.0009,3,10,13,night,spring,clear,cold,strong,dry
1387,2011-03-03,1,0,3,1,0,4,1,1,9.84,9.85,30.0,31.0009,0,1,1,night,spring,clear,cold,strong,dry
1388,2011-03-03,1,0,3,2,0,4,1,1,8.200000000000001,8.334999999999999,27.0,31.0009,1,2,3,night,spring,clear,cold,strong,very dry
1389,2011-03-03,1,0,3,3,0,4,1,1,8.200000000000001,8.334999999999999,27.0,31.0009,0,1,1,night,spring,clear,cold,strong,very dry
1390,2011-03-03,1,0,3,4,0,4,1,1,6.5600000000000005,6.0600000000000005,31.0,32.9975,0,1,1,morning,spring,clear,cold,strong,dry
1391,2011-03-03,1,0,3,5,0,4,1,1,5.74,6.0600000000000005,33.0,19.999499999999998,1,7,8,morning,spring,clear,cold,moderate,dry
1392,2011-03-03,1,0,3,6,0,4,1,1,5.74,6.0600000000000005,33.0,19.999499999999998,1,34,35,morning,spring,clear,cold,moderate,dry
1393,2011-03-03,1,0,3,7,0,4,1,1,4.92,4.545,42.0,27.999299999999998,1,110,111,morning,spring,clear,cold,moderate,dry
1394,2011-03-03,1,0,3,8,0,4,1,1,5.74,6.0600000000000005,39.0,19.999499999999998,4,216,220,morning,spring,clear,cold,moderate,dry
1395,2011-03-03,1,0,3,9,0,4,1,1,6.5600000000000005,6.819999999999999,37.0,19.0012,10,135,145,morning,spring,clear,cold,moderate,dry
1396,2011-03-03,1,0,3,10,0,4,1,1,7.38,9.09,28.999999999999996,12.998000000000001,7,49,56,morning,spring,clear,cold,moderate,very dry
1397,2011-03-03,1,0,3,11,0,4,1,1,8.200000000000001,11.365,28.999999999999996,6.0032,10,40,50,noon,spring,clear,cold,weak,very dry
1398,2011-03-03,1,0,3,12,0,4,1,1,9.02,11.365,25.0,8.9981,7,65,72,noon,spring,clear,cold,weak,very dry
1399,2011-03-03,1,0,3,13,0,4,1,1,9.02,12.879999999999999,25.0,6.0032,13,67,80,noon,spring,clear,cold,weak,very dry
1400,2011-03-03,1,0,3,14,0,4,1,1,9.84,12.879999999999999,21.0,7.0015,18,60,78,noon,spring,clear,cold,weak,very dry
1401,2011-03-03,1,0,3,15,0,4,1,1,9.84,14.395,23.0,0.0,6,62,68,afternoon,spring,clear,cold,weak,very dry
1402,2011-03-03,1,0,3,16,0,4,1,1,10.66,15.15,23.0,0.0,6,65,71,afternoon,spring,clear,cold,weak,very dry
1403,2011-03-03,1,0,3,17,0,4,1,1,10.66,15.15,22.0,0.0,17,185,202,afternoon,spring,clear,cold,weak,very dry
1404,2011-03-03,1,0,3,18,0,4,1,1,9.84,10.605,35.0,22.0028,6,161,167,afternoon,spring,clear,cold,moderate,dry
1405,2011-03-03,1,0,3,19,0,4,1,1,8.200000000000001,9.85,40.0,16.997899999999998,5,101,106,night,spring,clear,cold,moderate,dry
1406,2011-03-03,1,0,3,20,0,4,1,1,8.200000000000001,11.365,40.0,6.0032,1,69,70,night,spring,clear,cold,weak,dry
1407,2011-03-03,1,0,3,21,0,4,1,1,7.38,10.605,40.0,7.0015,3,48,51,night,spring,clear,cold,weak,dry
1408,2011-03-03,1,0,3,22,0,4,1,1,8.200000000000001,12.879999999999999,40.0,0.0,3,50,53,night,spring,clear,cold,weak,dry
1409,2011-03-03,1,0,3,23,0,4,1,2,7.38,10.605,43.0,6.0032,0,23,23,night,spring,mist,cold,weak,dry
1410,2011-03-04,1,0,3,0,0,5,1,2,8.200000000000001,9.85,55.00000000000001,12.998000000000001,0,12,12,night,spring,mist,cold,moderate,dry
1411,2011-03-04,1,0,3,1,0,5,1,2,7.38,9.09,64.0,12.998000000000001,0,4,4,night,spring,mist,cold,moderate,optimal
1412,2011-03-04,1,0,3,2,0,5,1,2,7.38,9.09,64.0,12.998000000000001,0,2,2,night,spring,mist,cold,moderate,optimal
1413,2011-03-04,1,0,3,3,0,5,1,2,7.38,8.334999999999999,74.0,16.997899999999998,0,1,1,night,spring,mist,cold,moderate,optimal
1414,2011-03-04,1,0,3,4,0,5,1,2,7.38,9.09,74.0,12.998000000000001,1,0,1,morning,spring,mist,cold,moderate,optimal
1415,2011-03-04,1,0,3,5,0,5,1,2,6.5600000000000005,9.09,74.0,8.9981,0,7,7,morning,spring,mist,cold,weak,optimal
1416,2011-03-04,1,0,3,6,0,5,1,2,6.5600000000000005,9.85,74.0,6.0032,1,28,29,morning,spring,mist,cold,weak,optimal
1417,2011-03-04,1,0,3,7,0,5,1,1,6.5600000000000005,9.09,80.0,8.9981,0,83,83,morning,spring,clear,cold,weak,humid
1418,2011-03-04,1,0,3,8,0,5,1,1,7.38,9.85,74.0,8.9981,6,222,228,morning,spring,clear,cold,weak,optimal
1419,2011-03-04,1,0,3,9,0,5,1,1,9.02,11.365,60.0,8.9981,12,138,150,morning,spring,clear,cold,weak,dry
1420,2011-03-04,1,0,3,10,0,5,1,1,9.84,11.365,60.0,16.997899999999998,10,56,66,morning,spring,clear,cold,moderate,dry
1421,2011-03-04,1,0,3,11,0,5,1,1,11.48,13.635,52.0,15.001299999999999,16,73,89,noon,spring,clear,cold,moderate,dry
1422,2011-03-04,1,0,3,12,0,5,1,1,13.120000000000001,15.15,43.0,11.0014,10,87,97,noon,spring,clear,cold,weak,dry
1423,2011-03-04,1,0,3,13,0,5,1,1,13.940000000000001,15.909999999999998,42.0,15.001299999999999,13,74,87,noon,spring,clear,cold,moderate,dry
1424,2011-03-04,1,0,3,14,0,5,1,1,14.76,16.665,40.0,19.0012,30,65,95,noon,spring,clear,cold,moderate,dry
1425,2011-03-04,1,0,3,15,0,5,1,1,14.76,16.665,40.0,19.999499999999998,31,75,106,afternoon,spring,clear,cold,moderate,dry
1426,2011-03-04,1,0,3,16,0,5,1,1,14.76,17.424999999999997,46.0,12.998000000000001,17,101,118,afternoon,spring,clear,cold,moderate,dry
1427,2011-03-04,1,0,3,17,0,5,1,2,14.76,16.665,50.0,16.997899999999998,22,206,228,afternoon,spring,mist,cold,moderate,dry
1428,2011-03-04,1,0,3,18,0,5,1,2,13.940000000000001,15.15,53.0,19.999499999999998,15,172,187,afternoon,spring,mist,cold,moderate,dry
1429,2011-03-04,1,0,3,19,0,5,1,1,13.120000000000001,15.15,61.0,16.997899999999998,5,102,107,night,spring,clear,cold,moderate,optimal
1430,2011-03-04,1,0,3,20,0,5,1,2,12.299999999999999,14.395,70.0,12.998000000000001,9,78,87,night,spring,mist,cold,moderate,optimal
1431,2011-03-04,1,0,3,21,0,5,1,2,12.299999999999999,14.395,70.0,15.001299999999999,6,64,70,night,spring,mist,cold,moderate,optimal
1432,2011-03-04,1,0,3,22,0,5,1,1,12.299999999999999,14.395,70.0,12.998000000000001,4,40,44,night,spring,clear,cold,moderate,optimal
1433,2011-03-04,1,0,3,23,0,5,1,2,12.299999999999999,15.15,75.0,11.0014,6,40,46,night,spring,mist,cold,weak,optimal
1434,2011-03-05,1,0,3,0,0,6,0,2,11.48,14.395,81.0,7.0015,4,15,19,night,spring,mist,cold,weak,humid
1435,2011-03-05,1,0,3,1,0,6,0,2,12.299999999999999,15.909999999999998,81.0,7.0015,5,20,25,night,spring,mist,cold,weak,humid
1436,2011-03-05,1,0,3,2,0,6,0,2,12.299999999999999,14.395,87.0,12.998000000000001,5,15,20,night,spring,mist,cold,moderate,humid
1437,2011-03-05,1,0,3,3,0,6,0,2,12.299999999999999,14.395,87.0,12.998000000000001,0,2,2,night,spring,mist,cold,moderate,humid
1438,2011-03-05,1,0,3,4,0,6,0,2,12.299999999999999,15.15,93.0,11.0014,0,1,1,morning,spring,mist,cold,weak,very humid
1439,2011-03-05,1,0,3,5,0,6,0,2,12.299999999999999,15.15,100.0,8.9981,0,3,3,morning,spring,mist,cold,weak,very humid
1440,2011-03-05,1,0,3,6,0,6,0,2,12.299999999999999,14.395,100.0,15.001299999999999,1,3,4,morning,spring,mist,cold,moderate,very humid
1441,2011-03-05,1,0,3,7,0,6,0,2,12.299999999999999,13.635,100.0,19.999499999999998,5,10,15,morning,spring,mist,cold,moderate,very humid
1442,2011-03-05,1,0,3,8,0,6,0,2,12.299999999999999,13.635,100.0,19.999499999999998,11,34,45,morning,spring,mist,cold,moderate,very humid
1443,2011-03-05,1,0,3,9,0,6,0,2,13.120000000000001,15.15,93.0,15.001299999999999,15,48,63,morning,spring,mist,cold,moderate,very humid
1444,2011-03-05,1,0,3,10,0,6,0,2,13.940000000000001,16.665,93.0,12.998000000000001,34,69,103,morning,spring,mist,cold,moderate,very humid
1445,2011-03-05,1,0,3,11,0,6,0,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,43,116,159,noon,spring,mist,cold,moderate,humid
1446,2011-03-05,1,0,3,12,0,6,0,2,18.04,21.97,67.0,16.997899999999998,46,121,167,noon,spring,mist,cold,moderate,optimal
1447,2011-03-05,1,0,3,13,0,6,0,2,18.86,22.725,67.0,19.0012,60,130,190,noon,spring,mist,cold,moderate,optimal
1448,2011-03-05,1,0,3,14,0,6,0,2,19.68,23.485,59.0,19.0012,80,118,198,noon,spring,mist,cold,moderate,dry
1449,2011-03-05,1,0,3,15,0,6,0,2,18.86,22.725,63.0,19.999499999999998,83,122,205,afternoon,spring,mist,cold,moderate,optimal
1450,2011-03-05,1,0,3,16,0,6,0,2,19.68,23.485,59.0,19.999499999999998,74,130,204,afternoon,spring,mist,cold,moderate,dry
1451,2011-03-05,1,0,3,17,0,6,0,2,19.68,23.485,59.0,23.9994,60,104,164,afternoon,spring,mist,cold,moderate,dry
1452,2011-03-05,1,0,3,18,0,6,0,2,19.68,23.485,59.0,22.0028,37,115,152,afternoon,spring,mist,cold,moderate,dry
1453,2011-03-05,1,0,3,19,0,6,0,2,18.86,22.725,67.0,22.0028,27,62,89,night,spring,mist,cold,moderate,optimal
1454,2011-03-05,1,0,3,20,0,6,0,2,18.04,21.97,77.0,22.0028,12,58,70,night,spring,mist,cold,moderate,humid
1455,2011-03-05,1,0,3,21,0,6,0,2,18.04,21.97,72.0,22.0028,12,60,72,night,spring,mist,cold,moderate,optimal
1456,2011-03-05,1,0,3,22,0,6,0,2,17.22,21.21,77.0,19.999499999999998,16,47,63,night,spring,mist,cold,moderate,humid
1457,2011-03-05,1,0,3,23,0,6,0,2,18.04,21.97,77.0,19.999499999999998,10,34,44,night,spring,mist,cold,moderate,humid
1458,2011-03-06,1,0,3,0,0,0,0,2,17.22,21.21,77.0,23.9994,11,41,52,night,spring,mist,cold,moderate,humid
1459,2011-03-06,1,0,3,1,0,0,0,2,17.22,21.21,77.0,19.0012,12,27,39,night,spring,mist,cold,moderate,humid
1460,2011-03-06,1,0,3,2,0,0,0,2,16.400000000000002,20.455000000000002,82.0,19.0012,5,27,32,night,spring,mist,cold,moderate,humid
1461,2011-03-06,1,0,3,3,0,0,0,2,17.22,21.21,82.0,19.999499999999998,2,9,11,night,spring,mist,cold,moderate,humid
1462,2011-03-06,1,0,3,4,0,0,0,2,17.22,21.21,88.0,23.9994,0,3,3,morning,spring,mist,cold,moderate,humid
1463,2011-03-06,1,0,3,6,0,0,0,2,17.22,21.21,94.0,23.9994,1,1,2,morning,spring,mist,cold,moderate,very humid
1464,2011-03-06,1,0,3,7,0,0,0,3,17.22,21.21,100.0,30.002599999999997,0,5,5,morning,spring,light rain/snow,cold,moderate,very humid
1465,2011-03-06,1,0,3,8,0,0,0,2,16.400000000000002,20.455000000000002,100.0,19.999499999999998,1,8,9,morning,spring,mist,cold,moderate,very humid
1466,2011-03-06,1,0,3,9,0,0,0,2,17.22,21.21,100.0,19.0012,4,18,22,morning,spring,mist,cold,moderate,very humid
1467,2011-03-06,1,0,3,10,0,0,0,2,17.22,21.21,100.0,19.999499999999998,4,27,31,morning,spring,mist,cold,moderate,very humid
1468,2011-03-06,1,0,3,11,0,0,0,2,17.22,21.21,100.0,15.001299999999999,18,44,62,noon,spring,mist,cold,moderate,very humid
1469,2011-03-06,1,0,3,12,0,0,0,2,18.86,22.725,94.0,22.0028,10,69,79,noon,spring,mist,cold,moderate,very humid
1470,2011-03-06,1,0,3,13,0,0,0,2,18.86,22.725,94.0,23.9994,22,83,105,noon,spring,mist,cold,moderate,very humid
1471,2011-03-06,1,0,3,14,0,0,0,3,18.04,21.97,100.0,15.001299999999999,12,27,39,noon,spring,light rain/snow,cold,moderate,very humid
1472,2011-03-06,1,0,3,15,0,0,0,3,18.04,21.97,100.0,15.001299999999999,3,4,7,afternoon,spring,light rain/snow,cold,moderate,very humid
1473,2011-03-06,1,0,3,16,0,0,0,3,14.76,16.665,100.0,19.0012,3,8,11,afternoon,spring,light rain/snow,cold,moderate,very humid
1474,2011-03-06,1,0,3,17,0,0,0,3,13.940000000000001,15.15,100.0,19.999499999999998,2,23,25,afternoon,spring,light rain/snow,cold,moderate,very humid
1475,2011-03-06,1,0,3,18,0,0,0,3,13.120000000000001,14.395,100.0,23.9994,0,23,23,afternoon,spring,light rain/snow,cold,moderate,very humid
1476,2011-03-06,1,0,3,19,0,0,0,3,12.299999999999999,12.879999999999999,100.0,32.9975,0,11,11,night,spring,light rain/snow,cold,strong,very humid
1477,2011-03-06,1,0,3,20,0,0,0,3,11.48,12.120000000000001,100.0,27.999299999999998,3,8,11,night,spring,light rain/snow,cold,moderate,very humid
1478,2011-03-06,1,0,3,21,0,0,0,3,9.84,9.09,93.0,40.9973,1,6,7,night,spring,light rain/snow,cold,strong,very humid
1479,2011-03-06,1,0,3,22,0,0,0,2,9.02,9.85,100.0,26.0027,0,10,10,night,spring,mist,cold,moderate,very humid
1480,2011-03-06,1,0,3,23,0,0,0,2,9.02,9.85,100.0,27.999299999999998,0,9,9,night,spring,mist,cold,moderate,very humid
1481,2011-03-07,1,0,3,0,0,1,1,3,8.200000000000001,9.09,100.0,22.0028,0,4,4,night,spring,light rain/snow,cold,moderate,very humid
1482,2011-03-07,1,0,3,1,0,1,1,3,8.200000000000001,9.09,100.0,22.0028,0,2,2,night,spring,light rain/snow,cold,moderate,very humid
1483,2011-03-07,1,0,3,3,0,1,1,1,8.200000000000001,7.575,80.0,39.000699999999995,0,1,1,night,spring,clear,cold,strong,humid
1484,2011-03-07,1,0,3,4,0,1,1,1,8.200000000000001,7.575,80.0,35.0008,1,0,1,morning,spring,clear,cold,strong,humid
1485,2011-03-07,1,0,3,5,0,1,1,1,8.200000000000001,9.09,75.0,23.9994,0,1,1,morning,spring,clear,cold,moderate,optimal
1486,2011-03-07,1,0,3,6,0,1,1,1,8.200000000000001,9.09,75.0,26.0027,3,31,34,morning,spring,clear,cold,moderate,optimal
1487,2011-03-07,1,0,3,7,0,1,1,1,8.200000000000001,8.334999999999999,75.0,27.999299999999998,3,88,91,morning,spring,clear,cold,moderate,optimal
1488,2011-03-07,1,0,3,8,0,1,1,1,8.200000000000001,9.09,75.0,26.0027,11,200,211,morning,spring,clear,cold,moderate,optimal
1489,2011-03-07,1,0,3,9,0,1,1,1,9.02,9.09,64.0,31.0009,5,129,134,morning,spring,clear,cold,strong,optimal
1490,2011-03-07,1,0,3,10,0,1,1,1,9.84,10.605,60.0,19.999499999999998,15,43,58,morning,spring,clear,cold,moderate,dry
1491,2011-03-07,1,0,3,11,0,1,1,1,10.66,10.605,48.0,30.002599999999997,19,41,60,noon,spring,clear,cold,moderate,dry
1492,2011-03-07,1,0,3,12,0,1,1,1,12.299999999999999,13.635,42.0,27.999299999999998,28,68,96,noon,spring,clear,cold,moderate,dry
1493,2011-03-07,1,0,3,13,0,1,1,1,13.120000000000001,14.395,36.0,26.0027,16,54,70,noon,spring,clear,cold,moderate,dry
1494,2011-03-07,1,0,3,14,0,1,1,1,13.120000000000001,14.395,36.0,27.999299999999998,21,56,77,noon,spring,clear,cold,moderate,dry
1495,2011-03-07,1,0,3,15,0,1,1,1,13.940000000000001,15.15,31.0,26.0027,32,64,96,afternoon,spring,clear,cold,moderate,dry
1496,2011-03-07,1,0,3,16,0,1,1,1,13.940000000000001,15.15,31.0,23.9994,26,96,122,afternoon,spring,clear,cold,moderate,dry
1497,2011-03-07,1,0,3,17,0,1,1,1,13.940000000000001,15.15,28.999999999999996,23.9994,27,206,233,afternoon,spring,clear,cold,moderate,very dry
1498,2011-03-07,1,0,3,18,0,1,1,1,13.120000000000001,15.15,31.0,15.001299999999999,19,214,233,afternoon,spring,clear,cold,moderate,dry
1499,2011-03-07,1,0,3,19,0,1,1,1,12.299999999999999,14.395,33.0,15.001299999999999,11,134,145,night,spring,clear,cold,moderate,dry
1500,2011-03-07,1,0,3,20,0,1,1,1,12.299999999999999,15.15,33.0,11.0014,5,87,92,night,spring,clear,cold,weak,dry
1501,2011-03-07,1,0,3,21,0,1,1,1,11.48,13.635,38.0,15.001299999999999,1,53,54,night,spring,clear,cold,moderate,dry
